AK	70.6380	-159.9713
AK	70.4810	-157.3835
AK	70.3128	-148.6957
AK	70.2135	-150.9897
AK	70.1231	-143.6257
AK	69.7442	-162.8678
AK	68.3445	-166.6738
AK	68.1500	-151.7162
AK	68.1421	-145.4957
AK	68.0645	-162.8668
AK	67.7330	-164.5212
AK	67.5987	-163.0309
AK	67.4371	-150.1334
AK	67.2475	-150.1079
AK	67.0897	-157.8725
AK	67.0205	-146.3750
AK	66.9726	-160.4344
AK	66.9310	-156.8934
AK	66.9205	-151.4203
AK	66.9084	-151.5369
AK	66.8805	-157.1499
AK	66.8766	-162.5231
AK	66.8292	-161.0377
AK	66.6468	-143.7822
AK	66.5988	-159.9995
AK	66.5806	-145.2416
AK	66.5638	-152.8392
AK	66.5506	-152.6270
AK	66.3830	-147.3219
AK	66.2686	-145.8698
AK	66.2372	-166.1027
AK	66.0723	-162.7437
AK	66.0452	-154.2376
AK	66.0250	-149.0803
AK	65.9784	-161.1341
AK	65.7936	-144.1813
AK	65.7536	-168.9219
AK	65.7002	-156.3386
AK	65.6119	-168.0773
AK	65.5213	-144.6409
AK	65.4817	-148.4171
AK	65.4087	-149.9916
AK	65.3413	-166.4953
AK	65.2531	-166.3420
AK	65.1746	-152.0684
AK	65.1108	-166.7683
AK	65.1033	-149.5565
AK	65.0188	-150.6452
AK	64.9749	-147.6090
AK	64.9411	-161.1454
AK	64.9339	-148.0083
AK	64.9295	-147.3955
AK	64.9061	-147.6957
AK	64.9008	-157.6946
AK	64.8908	-147.0898
AK	64.8854	-146.8986
AK	64.8694	-147.8217
AK	64.8646	-148.0916
AK	64.8353	-147.6534
AK	64.8091	-147.7854
AK	64.8006	-147.3877
AK	64.7941	-148.0357
AK	64.7813	-141.1978
AK	64.7530	-147.3600
AK	64.7434	-141.1138
AK	64.7381	-156.8635
AK	64.7233	-155.5005
AK	64.7140	-147.1639
AK	64.7052	-158.2382
AK	64.6812	-163.4228
AK	64.6741	-147.0605
AK	64.6184	-162.2762
AK	64.6046	-149.1223
AK	64.5638	-162.9988
AK	64.5384	-149.0859
AK	64.5272	-146.9040
AK	64.5213	-165.4053
AK	64.3711	-146.5999
AK	64.3573	-161.1983
AK	64.3223	-158.7436
AK	64.3074	-149.1562
AK	64.1528	-145.9061
AK	64.1486	-145.7453
AK	64.0877	-141.8283
AK	64.0604	-145.7058
AK	64.0496	-148.9205
AK	64.0281	-144.6331
AK	63.9678	-145.7149
AK	63.9454	-149.0152
AK	63.8922	-160.7860
AK	63.8724	-145.2158
AK	63.7980	-152.3448
AK	63.7538	-171.6881
AK	63.6797	-170.4831
AK	63.6622	-144.0160
AK	63.6255	-144.6364
AK	63.5909	-148.7107
AK	63.5749	-144.1815
AK	63.4705	-162.2599
AK	63.4664	-162.1324
AK	63.3790	-148.8158
AK	63.3523	-143.4318
AK	63.3290	-143.0380
AK	63.1481	-142.4947
AK	63.0305	-163.5531
AK	63.0136	-141.7725
AK	63.0111	-145.7312
AK	63.0095	-154.3763
AK	62.9867	-143.5191
AK	62.9823	-156.0841
AK	62.9821	-141.9294
AK	62.9479	-141.8322
AK	62.9424	-155.5630
AK	62.8998	-160.1078
AK	62.7762	-164.5157
AK	62.6902	-164.6305
AK	62.6727	-141.1321
AK	62.6684	-159.5630
AK	62.6541	-160.2140
AK	62.6294	-143.5670
AK	62.5921	-144.8136
AK	62.5110	-164.8998
AK	62.4624	-149.9371
AK	62.4606	-143.0402
AK	62.4415	-158.0405
AK	62.4227	-150.8441
AK	62.3608	-145.2656
AK	62.3189	-150.3965
AK	62.3131	-146.5625
AK	62.2753	-150.0814
AK	62.2152	-145.4449
AK	62.1868	-159.8198
AK	62.1359	-146.5388
AK	62.1281	-149.8593
AK	62.1278	-145.7693
AK	62.0946	-142.0340
AK	62.0911	-163.7209
AK	62.0844	-146.0920
AK	62.0718	-163.2805
AK	62.0536	-145.4362
AK	62.0374	-163.2681
AK	62.0193	-145.3584
AK	61.9989	-146.8112
AK	61.9845	-145.3544
AK	61.9648	-147.1523
AK	61.9422	-162.8828
AK	61.9314	-151.2095
AK	61.8753	-162.0487
AK	61.8511	-147.7764
AK	61.8439	-158.1082
AK	61.8420	-165.5833
AK	61.8337	-145.1837
AK	61.8157	-149.7530
AK	61.8040	-148.4103
AK	61.7937	-156.5861
AK	61.7825	-161.3567
AK	61.7735	-157.3460
AK	61.7429	-148.8542
AK	61.7110	-149.2657
AK	61.7073	-149.1095
AK	61.6644	-144.8662
AK	61.6560	-149.4272
AK	61.6516	-157.1251
AK	61.6516	-148.9020
AK	61.6394	-149.1471
AK	61.6380	-149.6080
AK	61.6159	-149.8003
AK	61.6053	-149.3067
AK	61.5971	-149.1147
AK	61.5817	-159.5451
AK	61.5770	-149.4661
AK	61.5746	-159.2489
AK	61.5737	-149.2388
AK	61.5617	-145.0656
AK	61.5539	-149.0035
AK	61.5416	-160.3337
AK	61.5296	-165.5941
AK	61.5276	-144.2991
AK	61.5262	-166.1146
AK	61.5260	-149.9721
AK	61.5163	-160.3556
AK	61.4970	-150.6220
AK	61.4964	-149.6535
AK	61.4606	-148.9155
AK	61.4539	-142.8648
AK	61.3463	-150.0787
AK	61.3270	-155.3180
AK	61.1869	-151.1637
AK	61.1508	-149.1091
AK	61.1050	-160.9493
AK	61.0963	-146.2596
AK	61.0734	-151.3331
AK	60.9341	-164.6385
AK	60.9228	-150.6891
AK	60.9209	-161.4020
AK	60.9061	-161.2122
AK	60.8924	-149.6351
AK	60.8921	-146.6727
AK	60.8785	-162.5272
AK	60.8772	-162.4615
AK	60.8701	-149.4678
AK	60.8622	-162.2858
AK	60.8110	-164.4991
AK	60.7978	-161.4147
AK	60.7928	-161.7917
AK	60.7852	-148.6455
AK	60.7287	-161.7730
AK	60.7152	-151.2317
AK	60.7019	-161.7616
AK	60.6920	-161.9790
AK	60.6154	-151.3159
AK	60.5790	-165.2077
AK	60.5619	-151.1985
AK	60.5405	-150.8089
AK	60.5348	-145.6092
AK	60.5333	-165.1557
AK	60.5305	-151.0301
AK	60.4997	-149.4464
AK	60.4945	-149.8409
AK	60.4874	-164.8195
AK	60.4873	-150.7807
AK	60.4862	-151.0671
AK	60.4417	-151.1972
AK	60.4267	-149.3529
AK	60.3843	-162.6838
AK	60.3704	-166.2668
AK	60.3497	-149.3199
AK	60.3310	-151.2293
AK	60.2681	-151.2843
AK	60.2164	-162.0329
AK	60.2071	-149.3524
AK	60.2001	-151.3939
AK	60.1688	-154.3233
AK	60.1550	-164.2550
AK	60.1124	-149.3925
AK	60.0757	-148.0194
AK	60.0745	-151.3843
AK	60.0629	-149.4898
AK	59.9711	-154.8626
AK	59.9580	-162.8832
AK	59.9363	-164.0613
AK	59.9137	-151.6072
AK	59.8767	-163.1717
AK	59.8722	-150.9984
AK	59.8295	-151.5964
AK	59.7957	-154.8698
AK	59.7822	-154.1236
AK	59.7703	-151.7052
AK	59.7511	-161.8993
AK	59.7470	-151.2884
